TaxonID	3920
## cowpea crop ontology
Stem diameter (manual)	CO_340:0000695
Stem diameter (DIRT)	CO_340:0000695
Adventitious root angle (manual)	CO_340:0000693
Basal root angle (manual)	CO_340:0000694
