gene_id	flower_buds_FPKM	young_pods_FPKM	young_trifoliates_FPKM	flowers_FPKM	stem_10_FPKM	nodules_FPKM	root_19_FPKM	stem_19_FPKM	green_mature_pods_FPKM	leaves_FPKM	root_10_FPKM
Phvul.001G000100	4.644E+00	4.028E+00	5.197E+00	3.898E+00	4.595E+00	3.910E+00	3.452E+00	3.642E+00	6.603E+00	6.310E+00	3.055E+00
Phvul.001G000200	2.476E-01	0.000E+00	0.000E+00	5.200E-01	0.000E+00	0.000E+00	0.000E+00	4.127E-01	0.000E+00	0.000E+00	0.000E+00
Phvul.001G000300	2.088E+01	2.580E+01	2.763E+01	1.412E+01	2.476E+01	1.751E+01	2.218E+01	2.904E+01	2.107E+01	2.140E+01	2.214E+01
Phvul.001G000400	5.198E+00	7.282E+00	1.345E+01	4.830E+00	5.702E+00	3.897E+00	3.957E+00	4.528E+00	8.173E+00	3.783E+01	5.553E+00
Phvul.001G000500	1.872E+01	1.014E+02	3.960E+01	2.530E+01	3.493E+01	2.171E+01	3.489E+01	3.918E+01	1.456E-01	7.950E+00	3.932E+01
Phvul.001G000600	5.862E-01	2.668E+00	3.974E+00	5.740E-01	1.830E+00	3.930E+00	3.046E+00	1.553E+00	2.921E-01	1.522E+00	3.242E+00
Phvul.001G000700	1.547E+01	1.310E+01	1.101E+01	1.084E+01	9.105E+00	1.359E+01	1.170E+01	1.161E+01	9.740E+00	1.213E+01	9.200E+00
Phvul.001G000800	1.557E+00	2.266E+00	1.354E-01	6.536E+00	8.386E+00	5.738E-01	2.853E+00	7.229E+00	2.102E+01	3.044E+00	1.602E+00
Phvul.001G000900	3.258E+00	0.000E+00	2.906E-02	1.058E+00	3.980E-02	0.000E+00	0.000E+00	2.339E-02	0.000E+00	0.000E+00	0.000E+00
Phvul.001G001000	4.801E+01	5.305E+01	8.263E+00	9.144E+01	8.489E+01	3.458E+01	3.846E+01	2.912E+01	9.866E+01	6.180E+00	1.011E+02
Phvul.001G001100	2.997E+00	1.048E+01	4.169E+00	1.327E+01	2.680E+01	7.308E+00	7.002E+00	5.077E+00	1.393E+01	1.672E+01	1.764E+01
Phvul.001G001200	1.979E+00	3.149E+00	4.344E+00	1.562E+00	2.340E+00	4.649E+00	4.617E+00	2.612E+00	3.398E+00	3.976E+00	4.018E+00
Phvul.001G001300	1.504E+01	1.442E+01	1.615E+01	1.025E+01	2.201E+01	2.366E+01	3.700E+01	1.997E+01	2.657E+01	9.046E+00	2.974E+01
Phvul.001G001400	1.701E+01	2.152E+01	2.221E+01	1.598E+01	2.739E+01	2.906E+01	3.390E+01	2.774E+01	3.613E+01	2.788E+01	3.582E+01
Phvul.001G001500	9.641E+01	4.003E+01	5.045E+01	1.077E+01	5.467E+01	7.790E+01	4.802E+01	7.424E+01	2.684E+01	6.525E+01	8.611E+01
Phvul.001G001600	2.889E+00	6.398E+00	4.243E+00	3.589E+00	6.853E+00	6.947E+00	7.074E+00	7.123E+00	5.859E+00	5.346E+00	4.843E+00
Phvul.001G001700	7.459E+00	2.356E+00	2.132E+00	4.261E+00	2.247E+00	2.280E+00	2.479E+00	1.388E+00	9.345E+00	1.078E+00	5.790E+00
Phvul.001G001800	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	3.649E-01
Phvul.001G001900	1.427E+01	1.470E+01	2.095E+00	1.420E+02	5.492E+01	5.251E+00	1.633E+01	7.275E+01	3.068E+01	3.155E+01	5.333E+00
Phvul.001G002000	1.479E+01	3.080E+01	3.459E+01	3.452E+01	4.220E+01	2.740E+00	5.272E+00	2.984E+01	4.556E+00	8.544E+01	1.329E+01
Phvul.001G002100	2.366E+01	5.468E+01	1.650E+02	4.771E+01	2.607E+01	2.464E-02	1.721E-02	2.493E+01	6.031E+01	4.018E+02	6.865E-02
Phvul.001G002200	1.284E+01	7.024E+00	3.901E+00	1.232E+01	4.788E+00	2.002E+01	4.400E+01	3.384E+00	4.426E+01	3.181E+00	5.253E+00
Phvul.001G002300	2.295E+00	2.811E+00	1.731E+00	1.885E+00	5.130E-01	1.303E+00	8.533E-01	9.842E-01	8.637E-01	5.069E-01	8.348E-01
Phvul.001G002400	2.073E+01	2.783E+01	1.299E+01	1.406E+01	1.849E+01	2.267E+01	1.809E+01	1.821E+01	1.127E+01	8.932E+00	1.771E+01
Phvul.001G002500	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G002600	1.637E+00	3.198E+00	4.680E+00	1.343E+00	3.157E+00	6.731E+00	3.767E+00	2.588E+00	3.060E+00	6.487E+00	1.932E+00
Phvul.001G002700	4.685E+00	6.641E+00	9.600E+00	3.591E+00	4.559E+00	8.643E+00	5.527E+00	4.215E+00	7.709E+00	1.050E+01	3.517E+00
Phvul.001G002800	2.630E+00	3.073E+00	3.943E+00	1.478E+00	3.461E+00	6.965E-01	3.025E+00	5.260E+00	1.162E+00	3.419E+00	3.474E+00
Phvul.001G002900	6.124E-02	7.409E-02	5.998E-02	7.769E-02	2.251E-01	1.346E-01	3.650E-01	3.615E-01	0.000E+00	1.909E-01	4.815E-01
Phvul.001G003000	9.504E+00	1.338E+01	6.236E+00	9.004E+00	1.126E+01	8.971E+00	7.386E+00	1.389E+01	8.065E+00	7.960E+00	7.179E+00
Phvul.001G003100	2.342E+01	2.441E+01	1.398E+01	1.417E+01	1.232E+01	9.310E+00	7.369E+00	1.075E+01	1.066E+01	1.529E+01	6.546E+00
Phvul.001G003200	1.569E+02	1.879E+02	7.162E+01	1.320E+02	1.337E+02	1.597E+02	1.399E+02	1.524E+02	8.147E+01	8.607E+01	1.677E+02
Phvul.001G003300	1.152E+00	6.301E-01	5.485E-01	1.814E-01	2.811E+00	5.146E-01	1.740E+00	2.039E+00	6.294E-01	1.569E+00	2.873E+00
Phvul.001G003400	3.631E+00	7.847E+00	4.363E+00	9.510E+00	1.597E+01	4.381E+00	1.424E+01	5.408E+00	1.084E+02	7.896E+00	2.066E+01
Phvul.001G003500	1.441E+02	1.858E+02	1.371E+02	8.774E+01	1.846E+02	8.741E+01	9.851E+01	1.522E+02	7.663E+01	1.280E+02	1.584E+02
Phvul.001G003600	2.407E+01	2.263E+01	2.220E+01	1.742E+01	2.158E+01	2.143E+01	2.058E+01	2.474E+01	1.741E+01	2.385E+01	2.389E+01
Phvul.001G003700	5.676E+01	2.291E-01	4.410E-01	2.367E+00	7.205E-01	5.996E-01	3.188E+00	2.294E-01	1.161E-01	2.644E+00	2.735E+01
Phvul.001G003800	0.000E+00	0.000E+00	1.167E+00	0.000E+00	2.328E-01	6.517E+00	1.002E+01	1.056E-01	0.000E+00	1.554E+00	3.266E+01
Phvul.001G003900	1.860E+00	2.531E+00	0.000E+00	9.785E+01	4.341E-01	6.546E-02	3.037E-01	1.259E-01	2.721E+00	0.000E+00	3.069E-01
Phvul.001G004000	7.572E+01	5.656E+01	1.132E+02	1.378E+02	1.420E+01	6.707E+00	2.722E+01	2.338E+01	3.376E+01	1.297E+02	7.229E+01
Phvul.001G004100	4.889E+00	8.264E+00	9.425E+00	5.390E+00	1.047E+01	1.080E+01	1.096E+01	8.411E+00	1.065E+01	7.969E+00	9.976E+00
Phvul.001G004200	0.000E+00	3.268E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G004300	6.152E+00	2.957E-01	2.522E+01	1.088E+00	4.707E+00	0.000E+00	0.000E+00	2.426E+01	0.000E+00	0.000E+00	0.000E+00
Phvul.001G004400	2.875E+02	7.113E-01	1.477E+00	2.308E+01	5.156E-02	0.000E+00	0.000E+00	1.756E+00	9.473E-02	0.000E+00	3.612E-02
Phvul.001G004500	3.786E+01	1.928E+00	1.287E+00	1.817E+01	1.205E+01	0.000E+00	0.000E+00	8.885E+00	5.155E+00	7.106E+00	6.527E-02
Phvul.001G004600	3.292E+00	4.967E+00	3.723E+01	3.855E+00	9.661E+00	0.000E+00	0.000E+00	5.485E+00	1.480E-02	2.088E+01	0.000E+00
Phvul.001G004700	5.588E+00	9.877E+00	1.193E+01	8.524E+00	1.080E+01	1.859E+01	2.217E+01	9.775E+00	2.721E+01	9.709E+00	1.485E+01
Phvul.001G004800	4.637E+01	3.315E+01	3.772E+01	1.576E+01	4.585E+01	2.333E+01	2.465E+01	5.977E+01	2.846E+01	2.964E+01	3.059E+01
Phvul.001G004900	1.026E+00	1.187E+00	2.022E+00	4.248E+00	6.000E-01	7.031E+00	1.332E+01	7.885E-01	2.894E+00	2.012E-01	1.487E+01
Phvul.001G005000	1.413E+01	3.239E+01	1.840E+01	9.247E+01	1.213E+02	2.092E+01	3.849E+01	4.474E+01	4.539E+01	6.788E+01	2.596E+01
Phvul.001G005100	1.375E+00	3.312E-01	2.743E-01	7.455E-01	1.924E+00	3.957E-01	1.535E+00	5.156E+00	2.133E-02	5.323E-01	1.982E+00
Phvul.001G005200	7.074E+01	2.168E+02	1.259E+02	5.064E+01	9.055E+01	1.594E+02	1.207E+02	1.085E+02	8.733E+01	6.641E+01	1.510E+02
Phvul.001G005300	7.111E+00	4.158E+00	1.294E+00	7.460E+00	1.980E+01	2.140E+00	5.076E+00	1.585E+01	1.649E+01	1.682E+00	4.960E+00
Phvul.001G005400	4.050E+00	7.253E+00	8.721E+00	4.132E+00	6.433E+00	8.488E+00	8.174E+00	6.235E+00	8.880E+00	5.850E+00	7.335E+00
Phvul.001G005500	4.522E+00	7.070E+00	2.148E+01	9.541E+00	1.666E+01	7.036E+00	4.458E+00	1.860E+01	9.278E+00	6.191E+01	1.363E+00
Phvul.001G005600	8.730E+00	1.274E+01	8.280E+00	2.959E+01	1.205E+01	9.613E+00	1.475E+01	1.744E+01	2.383E+01	1.582E+01	9.411E+00
Phvul.001G005700	6.868E+00	6.077E+00	5.041E+00	6.717E+00	4.784E+00	6.349E+00	3.877E+00	5.232E+00	4.028E+00	5.921E+00	4.566E+00
Phvul.001G005800	2.863E-01	5.969E-01	6.750E-01	1.702E+00	9.502E-02	3.989E-02	2.199E-01	4.945E-01	2.935E-02	1.838E-01	8.177E-01
Phvul.001G005900	1.608E+00	1.471E+00	1.821E+01	6.278E-01	2.868E+00	5.845E-01	1.059E+00	5.382E+00	2.710E-01	5.546E+00	1.024E+00
Phvul.001G006000	9.618E+00	7.821E+00	1.181E+01	7.552E+00	9.766E+00	1.228E+01	1.366E+01	1.123E+01	1.462E+01	1.586E+01	1.614E+01
Phvul.001G006100	1.015E-01	0.000E+00	0.000E+00	0.000E+00	0.000E+00	4.322E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G006200	2.205E-01	0.000E+00	0.000E+00	5.769E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G006300	7.272E+02	7.715E+00	5.229E-01	1.156E+03	4.714E+00	3.889E+00	8.785E+00	8.005E+00	2.371E+01	7.438E+00	3.161E+01
Phvul.001G006400	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G006500	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G006600	0.000E+00	0.000E+00	0.000E+00	1.148E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G006700	1.027E+00	6.359E-01	7.311E-01	6.922E-01	2.839E+00	2.735E-01	3.825E-01	1.436E+00	1.073E+00	7.878E-01	1.087E+00
Phvul.001G006800	8.520E-01	4.046E+00	1.215E+01	8.188E-01	1.029E+00	7.198E-01	1.041E+00	1.751E+00	5.656E+00	9.703E+00	1.006E+00
Phvul.001G006900	3.957E+01	1.916E+01	1.518E+01	2.329E+01	1.835E+01	2.531E+01	2.138E+01	2.201E+01	1.421E+01	1.737E+01	2.529E+01
Phvul.001G007000	1.732E+01	1.131E+01	9.352E+00	6.694E+00	9.604E+00	6.388E+00	6.452E+00	1.175E+01	5.907E+00	5.856E+00	6.162E+00
Phvul.001G007100	3.087E+01	1.694E+01	2.953E+01	2.149E+01	4.659E+01	1.256E+01	2.034E+01	4.557E+01	2.790E+01	1.875E+01	3.278E+01
Phvul.001G007200	6.091E+00	1.060E+01	6.629E+00	6.510E+00	8.497E+00	9.887E+00	9.115E+00	7.619E+00	7.991E+00	6.845E+00	1.060E+01
Phvul.001G007300	1.824E+01	3.602E+01	3.732E+01	8.333E+00	6.126E+01	1.455E+01	2.158E+01	5.852E+01	1.960E+01	3.303E+01	2.130E+01
Phvul.001G007400	1.496E+01	1.482E+01	8.927E+00	1.006E+01	8.068E+00	1.442E+01	1.070E+01	7.914E+00	1.881E+00	6.359E+00	1.204E+01
Phvul.001G007500	1.453E+01	2.297E+01	8.832E+01	9.539E+00	1.924E+01	7.403E-01	1.035E+00	1.596E+01	1.241E+01	3.321E+02	8.686E-01
Phvul.001G007600	5.767E+00	7.768E+00	4.374E+00	4.191E+00	5.907E+00	5.573E+00	7.424E+00	8.919E+00	6.896E+00	3.903E+00	7.425E+00
Phvul.001G007700	2.167E+02	1.526E+02	8.366E+01	1.180E+02	1.678E+02	1.045E+02	1.002E+02	1.463E+02	9.400E+01	9.547E+01	1.485E+02
Phvul.001G007800	3.649E-01	4.632E+00	2.987E-01	1.793E+01	1.096E+01	7.804E+01	7.532E+01	1.317E+00	7.211E-02	1.522E+00	3.527E+01
Phvul.001G007900	4.845E+00	9.678E+00	1.428E+01	5.974E+00	1.053E+01	1.454E+01	1.635E+01	1.043E+01	1.746E+01	1.765E+01	1.277E+01
Phvul.001G008000	8.829E+00	1.055E+01	3.258E+01	1.920E+00	1.595E+01	1.408E+01	1.767E+01	1.632E+01	9.731E+00	2.070E+01	2.978E+01
Phvul.001G008100	6.090E+00	9.870E-01	1.341E+00	1.041E+00	3.838E+00	1.781E+00	2.769E+00	8.173E+00	5.782E-02	0.000E+00	9.618E+00
Phvul.001G008200	1.040E+00	4.333E+00	5.015E+00	2.526E+00	9.714E+00	3.612E+00	7.707E+00	7.659E+00	1.828E+01	9.889E-01	3.957E+00
Phvul.001G008300	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G008400	3.324E+01	2.141E+01	1.815E+01	7.024E+00	2.643E+01	1.214E+01	1.522E+01	2.742E+01	1.789E+01	2.088E+01	2.236E+01
Phvul.001G008500	2.201E+01	2.067E+01	1.354E+01	1.736E+01	2.582E+01	1.802E+01	1.621E+01	1.721E+01	4.228E+00	1.056E+01	2.935E+01
Phvul.001G008600	6.254E+00	1.491E+01	1.889E+01	7.599E+00	1.702E+01	1.569E+01	1.555E+01	1.325E+01	2.456E+01	1.509E+01	1.540E+01
Phvul.001G008700	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G008800	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G008900	6.609E+00	2.493E+01	2.913E-01	1.345E+02	2.403E-01	3.884E+00	1.924E+00	1.270E+00	1.753E+01	3.298E-01	2.661E-01
Phvul.001G009000	1.854E+01	1.962E+01	2.690E+01	2.895E+01	2.415E+01	3.128E+01	3.365E+01	3.255E+01	3.054E+01	2.036E+01	2.847E+01
Phvul.001G009100	3.276E+02	3.047E+02	1.726E+02	4.024E+02	2.901E+02	2.914E+02	2.332E+02	2.953E+02	2.623E+02	1.187E+02	2.761E+02
Phvul.001G009200	1.154E+00	1.319E+00	4.682E+00	1.312E-01	4.332E+00	3.472E+00	1.313E+00	3.925E-01	1.794E+00	8.221E+00	2.285E-01
Phvul.001G009300	2.543E+00	6.046E+00	1.690E+01	2.269E+00	8.222E+00	1.541E+01	1.195E+01	5.939E+00	1.271E+01	1.408E+01	1.253E+01
Phvul.001G009400	9.980E+00	8.370E+00	9.257E+00	3.058E+01	9.472E+00	1.426E+01	2.470E+01	1.199E+01	1.854E+01	1.653E+01	2.214E+01
Phvul.001G009500	7.312E+00	1.216E+01	1.785E+01	7.191E+00	9.170E+00	1.417E+01	9.675E+00	9.606E+00	1.056E+01	2.211E+01	1.040E+01
Phvul.001G009600	1.486E+00	4.587E-01	2.712E+00	6.890E-02	3.014E+00	1.547E-01	3.034E-01	1.081E+00	0.000E+00	1.564E+00	1.029E+00
Phvul.001G009700	5.771E+00	2.727E+00	1.067E+01	5.133E+00	2.314E+01	1.788E+01	3.199E+01	1.211E+01	4.333E+00	1.021E+01	3.802E+01
Phvul.001G009800	1.857E+00	1.779E+00	9.922E-01	2.972E+00	7.961E-01	4.255E+00	2.791E+00	1.871E+00	7.617E-02	3.927E-01	1.732E+00
Phvul.001G009900	3.957E+02	4.924E+02	2.054E+02	2.115E+03	4.901E+02	2.900E+02	4.705E+02	3.335E+02	1.266E+03	3.661E+02	6.860E+02
Phvul.001G010000	4.212E+00	4.541E+00	3.915E+00	2.553E+00	3.841E+00	4.354E+00	4.240E+00	4.249E+00	2.922E+00	4.736E+00	4.871E+00
Phvul.001G010100	9.634E+00	5.834E+01	3.898E+01	7.173E+01	1.542E+02	2.913E+01	1.100E+02	2.706E+02	4.084E+01	1.747E+01	1.048E+02
Phvul.001G010200	2.277E+01	1.855E+01	1.652E+01	6.793E+01	4.918E+01	7.043E+00	1.475E+01	4.444E+01	2.524E+01	3.387E+01	1.229E+01
Phvul.001G010300	9.281E+00	4.511E+00	5.381E+00	7.081E+00	6.758E+00	5.839E+00	4.309E+00	4.317E+00	5.174E+00	5.636E+00	4.950E+00
Phvul.001G010400	9.815E-02	1.425E+00	3.471E-02	1.717E-01	1.227E+00	1.511E-01	5.877E-01	8.478E-02	8.853E-02	1.879E-01	8.077E-01
Phvul.001G010500	8.408E+00	9.803E+00	1.535E+01	1.898E+01	9.330E+00	6.372E+00	4.538E+00	7.403E+00	1.301E+01	2.481E+01	3.700E+00
Phvul.001G010600	9.274E-02	0.000E+00	7.618E-01	0.000E+00	8.340E-02	3.935E-02	0.000E+00	1.007E-01	0.000E+00	4.230E-01	0.000E+00
Phvul.001G010700	1.399E+01	1.813E+01	5.368E+01	2.276E+01	4.052E+01	6.315E-02	1.296E-01	2.445E+01	3.907E+01	3.168E+02	1.592E-01
Phvul.001G010800	3.431E+02	3.663E+02	1.841E+02	3.847E+02	1.562E+02	3.973E+01	4.668E+01	2.754E+02	1.836E+02	1.305E+02	4.285E+01
Phvul.001G010900	1.808E+01	3.426E+01	4.295E+01	3.572E+00	6.062E+01	1.778E+01	5.205E+01	5.230E+01	3.956E+01	8.672E+01	1.310E+02
Phvul.001G011000	5.860E+00	1.329E+01	1.311E+01	2.023E+01	1.714E+01	1.001E+01	2.310E+01	2.086E+01	1.722E+01	1.619E+01	2.049E+01
Phvul.001G011100	2.192E+00	8.850E+00	7.832E+00	7.854E+00	1.002E+01	9.047E+00	1.908E+01	1.647E+01	7.955E+00	6.086E+00	1.433E+01
Phvul.001G011200	8.246E+00	8.627E+00	2.188E+01	1.983E+01	9.569E+00	5.943E+00	8.752E+00	7.649E+00	2.291E+01	5.273E+01	8.311E+00
Phvul.001G011300	0.000E+00	3.536E-02	4.861E-02	7.645E-02	0.000E+00	5.915E-02	8.312E-02	0.000E+00	2.010E-02	6.516E-02	1.348E-01
Phvul.001G011400	1.286E+01	7.789E+00	6.778E+00	9.170E+00	7.383E+00	1.220E+01	1.184E+01	9.165E+00	5.480E+00	6.692E+00	1.223E+01
Phvul.001G011500	1.193E+01	2.199E+00	2.492E+01	1.704E+00	4.719E+00	2.987E-01	2.975E-01	4.654E+00	8.430E-01	3.049E+01	0.000E+00
Phvul.001G011600	2.501E+00	2.629E+00	4.172E+00	3.192E+00	3.841E+00	3.512E+00	3.037E+00	3.264E+00	4.349E+00	5.253E+00	2.179E+00
Phvul.001G011700	7.850E+00	1.118E+01	1.023E+01	1.311E+01	9.439E+00	8.932E+00	1.230E+01	1.050E+01	1.594E+01	8.142E+00	8.518E+00
Phvul.001G011800	7.467E+00	2.037E+01	2.625E+01	5.421E+00	4.347E+00	5.363E+01	3.625E+01	2.588E+01	2.705E+00	4.114E+00	1.191E+01
Phvul.001G011900	1.096E+03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G012000	2.793E+01	3.413E+01	4.696E+01	2.281E+02	4.953E+01	9.795E+00	1.964E+01	3.058E+01	9.913E+01	2.322E+02	3.347E+01
Phvul.001G012100	1.219E+01	1.153E+01	1.789E+01	1.441E+01	1.588E+01	6.864E+01	3.902E+01	1.628E+01	2.525E+01	2.158E+01	3.657E+01
Phvul.001G012200	3.889E+00	4.801E+00	5.238E+00	3.728E+00	5.763E+00	5.641E+00	4.088E+00	6.825E+00	3.948E+00	6.250E+00	3.477E+00
Phvul.001G012300	2.130E+00	4.926E+00	3.622E+01	1.499E+00	1.329E+00	1.890E-02	1.047E-01	8.610E+00	4.251E+00	2.506E+00	2.346E-01
Phvul.001G012400	8.957E+01	1.081E+02	2.636E+02	8.963E+01	9.074E+01	1.428E+01	1.463E+01	6.669E+01	2.532E+01	4.836E+02	1.449E+01
Phvul.001G012500	8.402E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	4.520E-02	5.730E-02	0.000E+00	2.660E-02
Phvul.001G012600	2.404E+00	2.106E+00	1.609E+01	2.931E+00	2.500E+00	1.302E+00	3.568E-01	8.110E+00	1.468E-01	1.800E+00	8.418E-02
Phvul.001G012700	2.190E+00	6.982E+01	2.551E-01	3.607E+00	8.360E-01	0.000E+00	0.000E+00	2.031E+00	5.770E-01	0.000E+00	0.000E+00
Phvul.001G012800	3.006E+01	2.949E+01	3.290E-01	7.695E+00	6.092E-01	0.000E+00	3.159E-02	1.610E+00	3.849E-01	3.903E-01	0.000E+00
Phvul.001G012900	1.584E+00	6.440E+00	1.277E+01	1.847E+00	5.273E+00	1.274E+01	1.962E+01	5.485E+00	1.475E+01	7.493E+00	1.888E+01
Phvul.001G013000	9.153E+01	5.542E+01	4.020E+01	7.069E+01	6.024E+01	4.072E+01	4.903E+01	7.133E+01	3.175E+01	3.985E+01	6.782E+01
Phvul.001G013100	1.191E+00	1.999E+00	3.444E+00	9.786E-01	1.091E+01	1.569E+01	1.526E+01	6.142E+00	1.567E-01	2.370E+00	1.429E+01
Phvul.001G013200	1.731E+00	3.309E+01	6.982E-02	3.428E+00	6.366E+00	1.251E+00	6.107E+00	7.807E+00	1.307E+02	1.409E+00	6.375E+00
Phvul.001G013300	1.356E+01	2.681E+01	7.165E+00	4.193E+01	4.418E+01	1.097E+00	4.574E+00	4.807E+01	9.154E+01	3.692E+01	1.416E+01
Phvul.001G013400	1.036E+01	1.933E+01	1.125E+01	1.263E+01	1.707E+01	8.753E-01	2.852E+00	1.612E+01	5.816E+01	1.914E+01	4.303E+00
Phvul.001G013500	1.103E+00	7.456E+00	2.577E+00	2.274E+00	1.211E+01	6.362E-01	2.669E+00	1.089E+01	2.619E+00	1.751E+00	4.462E+00
Phvul.001G013600	2.800E+00	2.192E+00	2.329E+00	8.310E-01	6.042E+00	2.053E+00	7.380E+00	7.034E+00	2.372E-01	5.769E+00	1.177E+01
Phvul.001G013700	1.900E+01	3.056E+01	1.866E+01	1.039E+01	2.113E+01	2.208E+01	1.798E+01	1.980E+01	1.658E+01	1.637E+01	2.347E+01
Phvul.001G013800	6.109E-01	4.531E-01	1.131E+00	6.014E-01	5.287E-01	2.399E-01	7.091E-01	8.025E-01	3.099E-01	5.753E-01	5.929E-01
Phvul.001G013900	3.466E+00	5.206E-01	0.000E+00	1.172E+00	4.414E-01	1.580E-01	7.405E-02	1.830E-01	1.561E-01	5.938E-02	8.232E-02
Phvul.001G014000	3.056E+01	1.150E+01	1.427E+01	2.054E+01	1.471E+01	1.620E+01	1.932E+01	1.207E+01	9.162E+00	1.545E+01	3.388E+01
Phvul.001G014100	1.759E+01	2.876E+01	8.134E+00	1.036E+01	2.255E+01	1.309E+01	2.032E+01	2.635E+01	1.404E+01	5.751E+00	2.481E+01
Phvul.001G014200	1.875E+01	1.857E+01	1.161E+01	1.409E+01	1.554E+01	1.330E+01	1.372E+01	1.553E+01	5.837E+00	1.988E+01	1.571E+01
Phvul.001G014300	2.952E-01	1.517E-01	0.000E+00	1.650E-01	1.485E+00	2.736E-01	1.083E+00	6.365E+00	2.827E-01	2.075E+00	0.000E+00
Phvul.001G014400	7.066E+00	1.038E+01	1.466E+01	1.130E+01	2.424E+01	9.579E+00	1.489E+01	1.279E+01	2.526E+01	3.187E+01	2.991E+01
Phvul.001G014500	7.550E+00	1.079E+01	9.853E+00	5.559E+00	1.109E+01	1.018E+01	1.118E+01	1.208E+01	1.177E+01	1.088E+01	1.139E+01
Phvul.001G014600	4.297E+00	1.050E+01	3.836E+00	8.910E+00	5.203E+00	2.741E+00	2.429E+00	3.256E+00	4.971E+00	3.757E+00	2.684E+00
Phvul.001G014700	2.609E+01	2.837E+01	6.381E+00	2.929E+01	1.384E+01	6.544E+00	8.991E+00	1.210E+01	3.290E+01	2.414E+01	8.673E+00
Phvul.001G014800	7.958E+00	6.969E+00	3.719E+00	8.980E+00	3.565E+00	3.780E+00	5.107E+00	3.851E+00	6.808E+00	4.814E+00	5.745E+00
Phvul.001G014900	3.841E+01	5.567E+01	4.259E+01	2.367E+01	6.222E+01	3.917E+01	9.162E+01	7.064E+01	2.842E+01	2.232E+01	6.552E+01
Phvul.001G015000	2.185E-01	0.000E+00	0.000E+00	0.000E+00	0.000E+00	6.282E+00	1.954E-01	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G015100	2.914E+00	1.064E+01	1.491E+01	2.677E+00	1.116E+01	1.372E+01	1.260E+01	8.431E+00	1.467E+01	2.664E+01	1.229E+01
Phvul.001G015200	1.920E+00	0.000E+00	3.149E-02	1.649E+00	4.252E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
Phvul.001G015300	1.515E+02	6.362E+01	4.341E+01	9.871E+01	6.255E+01	5.240E+01	4.680E+01	6.405E+01	5.615E+01	5.777E+01	5.240E+01
Phvul.001G015400	1.966E+01	1.555E+01	8.870E+00	1.021E+01	1.170E+01	5.043E+00	7.084E+00	1.264E+01	1.258E+01	9.180E+00	1.009E+01
Phvul.001G015500	2.159E+00	2.659E+00	2.073E+00	2.381E+00	2.534E+00	2.012E+00	1.721E+00	1.872E+00	3.104E+00	1.791E+00	1.369E+00
Phvul.001G015600	2.140E+00	3.792E+00	4.641E+00	4.794E+00	3.234E+00	3.202E+00	3.557E+00	2.872E+00	1.671E+00	3.694E+00	3.146E+00
Phvul.001G015700	3.753E+01	3.395E+01	3.021E+01	1.913E+01	2.469E+01	9.359E+00	9.424E+00	2.072E+01	8.290E+00	3.288E+01	1.256E+01
Phvul.001G015800	2.666E+01	1.660E+01	1.891E+01	1.079E+01	2.017E+01	2.015E+01	2.251E+01	2.441E+01	1.599E+01	1.824E+01	3.548E+01
Phvul.001G015900	1.178E+01	1.630E+01	1.272E+01	1.769E+01	1.449E+01	1.091E+01	1.282E+01	1.339E+01	1.673E+01	1.147E+01	1.159E+01
