TaxonID	3847
Variety	Williams82
Parent_1	N87-984-16
Parent_2	TN93-99
Title	Quantitative trait loci for agronomic traits in soybean
Lodging 22-1	Lodging
Lodging 22-2	Lodging
Pod maturity 31-1	R8 Full Maturity
Pod maturity 31-2	R8 Full Maturity
Pod maturity 31-3	R8 Full Maturity
Pod maturity 31-4	R8 Full Maturity
Pod maturity 37-1	R8 Full Maturity
Pod maturity 37-2	R8 Full Maturity
Pod maturity 37-3	R8 Full Maturity
Pod maturity 37-4	R8 Full Maturity
Seed yield 24-1	Seed yield
