TaxonID	3847
Variety	Williams82
Parent_1	A5403
Parent_2	Archer
Title	Identification of QTLs underlying water-logging tolerance in soybean
Flood tolerance 3-1	Flooding Tolerance
Flood tolerance 3-2	Flooding Tolerance
