TaxonID	3847
Variety	Williams82
Parent_1	0518BW-8
Parent_2	0734BW-1
Title	QTL Analysis of Soybean Seed Coat Discoloration Associated with II TT Genotype
Seed coat color 3-1	Seed coat color
