TaxonID	3920
Variety	Williams82
MappingPopulation	Nasushirome_x_Enrei
Parent	Nasushirome
Parent	Enrei
Title	QTL Analysis of Seed Coat Cracking in Soybean
Seed coat cracking 1-1	Seed coat cracking
Seed coat cracking 1-2	Seed coat cracking
