TaxonID	3920
Variety	Williams82
MappingPopulation	Ippon-Sangoh_x_Fukuyutaka
Parent	Ippon-Sangoh
Parent	Fukuyutaka
Title	Identification of QTL controlling post-flowering period in soybean
Reproductive stage length 8-1	Reproductive stage length
Reproductive stage length 8-2	Reproductive stage length
Reproductive stage length 9-1	Reproductive stage length
Reproductive stage length 9-2	Reproductive stage length
