TaxonID	3847
Variety	Williams82
Parent_1	Kenjian4
Parent_2	Fengshou24
Journal	International Conference on Biomedical Engineering and Biotechnology
Title	Mapping QTLs for Phosphorus-deficiency Tolerance in Soybean at Seedling Stage
Root length, primary 5-1	Primary Root Length
