TaxonID	3847
Variety	Williams82
MappingPopulation	Keburi_x_Mosshokutou
Parent	Keburi
Parent	Mosshokutou
Title	Identification of QTLs controlling somatic embryogenesis using RI population of cultivar X weedy soybean
Somatic emb per explant 4-1	Somatic embryos per explant
Somatic emb per explant 4-2	Somatic embryos per explant
