TaxonID	3847
Variety	Williams82
MappingPopulation	Toyomusume_x_Tsurukogane
Parent	Toyomusume
Parent	Tsurukogane
Title	QTL Analysis of Resistance to Soybean Cyst Nematode Race 3 in Soybean Cultivar Toyomusume
SCN 32-1	Reaction to Heterodera glycines
SCN 32-2	Reaction to Heterodera glycines
SCN 32-3	Reaction to Heterodera glycines
