TaxonID	3847
Variety	Williams82
MappingPopulation	Birsasoya-1_x_JS71-05
Parent	Birsasoya-1
Parent	JS71-05
Journal	Seed Science and Technology
Title	SSR markers associated with seed longevity in soybean
Seed viability 1-1	Seed viability
Seed viability 1-2	Seed viability
Seed viability 1-3	Seed viability
Seed viability 1-4	Seed viability
