TaxonID	3847
Variety	Williams82
MappingPopulation	KenfengNo1_x_Nannong
Parent	KenfengNo1
Parent	Nannong
Journal	Euphytica
Year	2005
Volume	142
Pages	137-142
Title	QTL mapping of phosphorus deficiency tolerance in soybean (Glycine max L. Merr.)
Leaflet P 1-1	Leaf phosphorus content
Leaflet P 1-2	Leaf phosphorus content
