TaxonID	3920
Variety	Williams82
MappingPopulation	PI567541B_x_Skylla
Parent	PI 567541B
Parent	Skylla
Title	Molecular mapping of soybean aphid resistance gense in PI 567541B
Rag 3-1	Reaction to Aphis glycines
Rag 3-2	Reaction to Aphis glycines
