TaxonID	3847
Variety	Williams82
MappingPopulation	Y23_x_Hartwig
Parent	Y23
Parent	Hartwig
Title	Bayesian mapping of quantitative trait loci (QTL) controlling soybean cyst nematode resistant
SCN 42-1	Reaction to Heterodera glycines
SCN 42-2	Reaction to Heterodera glycines
SCN 42-3	Reaction to Heterodera glycines
SCN 42-4	Reaction to Heterodera glycines
