TaxonID	3847
Variety	Williams82
MappingPopulation	MapleDonovan_x_OACBayfield
Parent	MapleDonovan
Parent	OACBayfield
Title	Identification of QTLs Associated with Partial Resistance to White Mold in Soybean Using Field-Based Inoculation
Sclero 7-1	Reaction to Sclerotinia sclerotiorum infection
Sclero 7-2	Reaction to Sclerotinia sclerotiorum infection
Sclero 7-3	Reaction to Sclerotinia sclerotiorum infection
