TaxonID	3847
Variety	Williams82
Parent_1	Peking
Parent_2	Tamahomare
Title	QTL analysis of seed-flooding tolerance in soybean (Glycine max [L.] Merr.)
Flood tolerance 7-1	Flooding Tolerance
Flood tolerance 7-2	Flooding Tolerance
Flood tolerance 7-3	Flooding Tolerance
Flood tolerance 7-4	Flooding Tolerance
