TaxonID	3847
Variety	Williams82
Parent_1	PI88287
Parent_2	PI89008
Journal	Molecular Plant Microbe Interactions
Year	2001
Volume	14
Pages	42-54
Title	Modulations in gene expression and mapping of genes associated with cyst nematode infection of soybean
SCN 15-1	Reaction to Heterodera glycines
