TaxonID	3847
Variety	Williams82
Parent_1	M91-212006
Parent_2	SZG9652
Journal	Plant Breeding
Year	2002
Volume	121
Pages	272-274
Title	The presence or absence of the soybean Kunitz trypsin inhibitor as a quantitative trait locus for seed protein content
Seed protein 14-1	Seed protein content
