TaxonID	3847
Variety	Williams82
Parent_1	JWS156-1
Parent_2	Jackson
Title	Identification of a major QTL allele from wild soybean (Glycine soja Sieb. & Zucc.) for increasing alkaline salt tolerance in soybean
pH sensitivity 1-1	Reaction to Alkalinity
pH sensitivity 1-2	Reaction to Alkalinity
pH sensitivity 1-3	Reaction to Alkalinity
pH sensitivity 1-4	Reaction to Alkalinity
