TaxonID	3847
Variety	Williams82
Parent_1	L-10
Parent_2	Heinong 37
Title	QTL underlying resistance to two HG types of Heterodera glycines found in soybean cultivar 'L-10'
SCN 38-1	Reaction to Heterodera glycines
SCN 38-2	Reaction to Heterodera glycines
SCN 38-3	Reaction to Heterodera glycines
SCN 38-4	Reaction to Heterodera glycines
SCN 38-5	Reaction to Heterodera glycines
SCN 38-6	Reaction to Heterodera glycines
SCN 38-7	Reaction to Heterodera glycines
