TaxonID	3920
Variety	Williams82
MappingPopulation	Hayahikari_x_Toyomusume
Parent	Hayahikari
Parent	Toyomusume
Title	Simple sequence repeat markers linked to a major QTL controlling pod shattering in soybean
Pod dehiscence 2-1	Shattering
