TaxonID	3847
Variety	Williams82
Parent_1	SS-516
Parent_2	Camp
Title	Putative quantitative trait loci associated with calcium content in soybean seed
Seed calcium 1-1	Seed calcium content
Seed calcium 1-2	Seed calcium content
Seed calcium 1-3	Seed calcium content
Seed calcium 1-4	Seed calcium content
