TaxonID	3847
Variety	Williams82
Parent_1	Flyer
Parent_2	Hartwig
Title	Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome
SDS 11-1	Reaction to Fusarium solani f sp glycines infection
SDS 11-2	Reaction to Fusarium solani f sp glycines infection
SDS 11-3	Reaction to Fusarium solani f sp glycines infection
SDS 11-4	Reaction to Fusarium solani f sp glycines infection
SDS 11-5	Reaction to Fusarium solani f sp glycines infection
