TaxonID	3847
Variety	Williams82
Parent_1	Sakamotowase
Parent_2	Harosoy-e3
Title	QTL Mapping for Photoperiod Insensitivity of a Japanese Soybean Landrace Sakamotowase
Photoperiod insensitivity 3-1	Photoperiod sensitivity
Photoperiod insensitivity 3-2	Photoperiod sensitivity
Photoperiod insensitivity 4-1	Photoperiod sensitivity
