TaxonID	3847
Variety	Williams82
Parent_1	SS-516
Parent_2	Camp
Title	Quantitative Trait Loci Mapping of Seed Hardness in Soybean
Seed hardness 1-1	Seed hardness
Seed hardness 1-2	Seed hardness
